Datum,Adress,Kommun,Område,Slutpris/Sistabud,Pris,Boarea,Rum
2025-01-28,Disponentgatan 6,Stockholm,Essingen,Slutpris,5900000,72.0,3.0
2025-01-28,Aftonvägen 47,Botkyrka,Tullinge,Slutpris,2200000,75.0,3.0
2025-01-28,Björnstigen 131,Solna,Bergshamra,Slutpris,5850000,93.5,4.0
2025-01-28,Gränsgatan 22,Solna,Råsunda,Sista bud,4120000,54.0,2.0
2025-01-28,Björnsonsgatan 140,Stockholm,Blackeberg,Slutpris,2460000,57.0,2.0
2025-01-28,Bergsundsgatan 14,Stockholm,Hornstull,Slutpris,6125000,46.0,3.0
2025-01-28,Bryggvägen 16,Stockholm,Gröndal,Slutpris,6100000,83.0,3.0
2025-01-28,Gamla Huddingevägen 451,Stockholm,Örby,Slutpris,2600000,45.8,2.0
2025-01-28,Igeldammsgatan 14,Stockholm,Kungsholmen,Slutpris,4490000,41.0,2.0
2025-01-28,Kyrkogatan 2,Sundbyberg,Centrala Sundbyberg,Slutpris,4995000,68.0,3.0
2025-01-28,Kruthornsvägen 35,Sollentuna,Edsberg,Slutpris,2300000,74.0,3.0
2025-01-28,Vikstensvägen 23,Stockholm,Kärrtorp,Slutpris,6000000,87.0,4.0
2025-01-28,Källängsvägen 28,Lidingö,Näset,Slutpris,2795000,71.0,3.0
2025-01-28,Kungsbro Strand 21,Stockholm,Kungsholmen,Slutpris,3650000,37.5,2.0
2025-01-28,Hammarvägen 58,Järfälla,Jakobsberg,Slutpris,1725000,51.4,2.0
2025-01-28,Optimusvägen 2C,Upplands Väsby,Centrum,Slutpris,1700000,37.0,2.0
2025-01-28,Scheelegatan 18,Stockholm,Kungsholmen,Slutpris,4250000,40.0,2.0
2025-01-28,Långhalsvägen 24,Stockholm,Årsta,Slutpris,3200000,55.0,3.0
2025-01-28,Gustav III:s Boulevard 63,Solna,Frösunda,Slutpris,5000000,88.0,3.0
2025-01-28,Kinnaredsgränd 35,Stockholm,Östberga,Slutpris,2795000,71.0,3.0
2025-01-28,Erik Tegels väg 25,Stockholm,Spånga,Slutpris,1995000,70.0,4.0
2025-01-28,Luntmakargatan 85,Stockholm,Vasastan,Slutpris,2780000,22.0,1.0
2025-01-28,Råcksta Gårdsväg 21,Stockholm,Parkstad,Slutpris,2175000,47.0,2.0
2025-01-28,Filipstadsbacken 22,Stockholm,Larsboda,Slutpris,4200000,111.5,4.0
2025-01-28,Starrbäcksgatan 9C,Sundbyberg,Centrala Sundbyberg,Slutpris,4900000,71.0,3.0
2025-01-28,Svandammsvägen 43,Stockholm,Midsommarkransen,Slutpris,5300000,59.5,2.0
2025-01-28,Salagatan 17,Stockholm,Spånga,Slutpris,1840000,45.0,2.0
2025-01-28,Hagagatan 1,Stockholm,Vasastan,Slutpris,3920000,47.0,1.5
2025-01-28,Maria Skolgata 77A,Stockholm,Maria,Slutpris,5700000,50.0,2.0
2025-01-28,Ehrensvärdsgatan 4,Stockholm,Kungsholmen,Slutpris,4400000,41.0,2.0
2025-01-28,Lyngsåsa 9,Haninge,Lyngsåsa,Slutpris,4050000,63.0,2.0
2025-01-28,Bällstavägen 54,Stockholm,Bromma,Slutpris,4300000,85.0,3.0
2025-01-28,Torsplan 10,Stockholm,Vasastan,Slutpris,13300000,93.0,4.0
2025-01-28,Anna Sandströms gata 6,Stockholm,Fruängen,Slutpris,2250000,45.0,2.0
2025-01-28,Nathorstvägen 3,Stockholm,Hammarbyhöjden,Slutpris,3200000,51.0,2.0
2025-01-28,Sankt Paulsgatan 28A,Stockholm,Södermalm,Slutpris,5515000,44.0,2.0
2025-01-28,Södra vägen 49,Nacka,Kvarnholmen,Slutpris,6700000,100.0,4.0
2025-01-28,Täbyvägen 75,Täby,Skarpäng,Slutpris,1850000,38.7,1.0
2025-01-28,Bogvägen 10,Nynäshamn,Södra Nynäshamn,Slutpris,2085000,103.0,4.0
2025-01-28,Fatburs Brunnsgata 22,Stockholm,Södermalm,Slutpris,5475000,61.0,3.0
2025-01-28,Idungatan 5,Stockholm,Vasastan,Sista bud,6300000,69.0,3.0
2025-01-28,Registervägen 30,Stockholm,Abrahamsberg,Slutpris,2450000,43.0,1.0
2025-01-28,Finnbergsvägen 16,Nacka,Finnberget,Slutpris,4450000,55.0,2.0
2025-01-28,Meteorvägen 40,Täby,Grindtorp,Slutpris,3260000,81.0,3.0
2025-01-28,Franstorpsvägen 5,Sundbyberg,Centrala Sundbyberg,Slutpris,4450000,72.9,3.0
2025-01-28,Ernst Ahlgrens väg 10,Stockholm,Fredhäll,Slutpris,3050000,34.0,1.5
2025-01-28,Sjöviksbacken 22,Stockholm,Liljeholmen,Slutpris,6800000,98.0,4.0
2025-01-28,Gästgivaregatan 1,Södertälje,Centrum,Slutpris,895000,25.0,1.0
2025-01-27,Höglandstorget 9,Stockholm,Bromma,Slutpris,10700000,82.0,5.0
2025-01-27,Buteljgatan 24,Stockholm,Liljeholmskajen,Slutpris,3700000,46.0,2.0
2025-01-27,Storängsgatan 23,Stockholm,Norra Djurgårdsstaden,Slutpris,10550000,101.0,4.0
2025-01-27,Fridhemsgatan 14,Stockholm,Kungsholmen,Slutpris,6550000,61.0,3.0
2025-01-27,Galonvägen 1,Stockholm,Bromma,Slutpris,3280000,51.0,2.0
2025-01-27,Skarpövägen 15,Nacka,Västra Orminge,Slutpris,2200000,61.0,3.0
2025-01-27,Polhemsgatan 11,Stockholm,Kungsholmen,Slutpris,8300000,67.0,3.0
2025-01-27,Sjöviksbacken 47,Stockholm,Liljeholmskajen,Slutpris,7200000,99.0,4.0
2025-01-27,Blackebergsplan 10,Stockholm,Blackeberg,Slutpris,2700000,70.0,2.0
2025-01-27,Sankt Eriksgatan 90,Stockholm,Vasastan,Slutpris,12100000,83.0,3.0
2025-01-27,Riksdalervägen 7,Stockholm,Hägerstensåsen,Sista bud,3400000,56.0,2.0
2025-01-27,Banérgatan 93,Stockholm,Gärdet,Slutpris,10925000,81.0,3.0
2025-01-27,Wivalliusgatan 17,Stockholm,Marieberg,Slutpris,17300000,127.0,5.0
2025-01-27,Ekovägen 43E,Sundbyberg,Duvbo,Slutpris,2200000,47.0,2.0
2025-01-27,Nybrogatan 42,Stockholm,Östermalm,Slutpris,10750000,70.0,2.0
2025-01-27,Lidnersplan 12,Stockholm,Kungholmen,Slutpris,3950000,44.0,2.0
2025-01-27,Mariestadsvägen 27,Stockholm,Björkhagen,Slutpris,3120000,41.0,2.0
2025-01-27,Ellen Keys gata 64,Stockholm,Fruängen,Slutpris,5220000,92.0,4.0
2025-01-27,Karlsviksgatan 19,Stockholm,Fridhemsplan,Slutpris,6300000,58.5,2.0
2025-01-27,Forsgränd 1,Upplands Väsby,Centrala Väsby,Slutpris,2860000,76.0,3.0
2025-01-27,Kevingeringen 25,Danderyd,Kevinge,Slutpris,4825000,92.3,4.0
2025-01-27,Skogsbacken 20,Sundbyberg,Gamla Filmstaden,Slutpris,6850000,96.0,3.0
2025-01-27,Heleneborgsgatan 36B,Stockholm,Hornstull,Slutpris,3950000,36.0,1.0
2025-01-27,Liljeholmsgränd 15,Stockholm,Liljeholmen,Slutpris,8350000,116.0,4.0
2025-01-27,Lavettvägen 34,Sundbyberg,Rissne,Slutpris,3000000,80.2,3.0
2025-01-27,Mandelbrödsvägen 17,Stockholm,Sköndal,Slutpris,1750000,42.0,1.0
2025-01-27,Odlingsvägen 5,Solna,Bergshamra,Slutpris,3870000,69.5,2.0
2025-01-27,Visirvägen 32,Huddinge,Segeltorp,Slutpris,3350000,74.0,4.0
2025-01-27,Mörbyvägen 30,Vallentuna,Centrum,Slutpris,2000000,62.5,2.0
2025-01-27,Vinterbrinksvägen 33,Nacka,Igelbodaplatån,Slutpris,3350000,86.3,3.0
2025-01-27,Vendevägen 77B,Danderyd,Djursholm,Slutpris,1650000,22.0,1.0
2025-01-27,Lokomobilvägen 2G,Nacka,Nacka Strand,Slutpris,2145000,28.0,1.0
2025-01-27,Sturehillsvägen 12,Stockholm,Liljeholmskajen,Slutpris,7850000,103.0,4.0
2025-01-27,Vinodlargatan 7,Stockholm,Liljeholmskajen,Slutpris,5550000,79.0,3.0
2025-01-27,Blekholmsterrassen 9,Stockholm,Norrmalm,Slutpris,6800000,67.5,3.0
2025-01-27,Bjurholmsgatan 37,Stockholm,Södermalm,Slutpris,4075000,37.0,2.0
2025-01-27,Hamngatan 3,Sundbyberg,Centrala Sundbyberg,Slutpris,6200000,76.0,3.0
2025-01-27,Lännavägen 10C,Huddinge,Kvarnbergsplan,Slutpris,3500000,80.0,3.0
2025-01-27,Reimersholmsgatan 23,Stockholm,Reimersholme,Slutpris,3845000,48.5,2.0
2025-01-27,Skäcklingevägen 221,Botkyrka,Skäcklinge,Slutpris,1900000,91.5,3.0
2025-01-27,Wargentinsgatan 5D,Stockholm,Kungsholmen,Slutpris,4490000,40.0,2.0
2025-01-27,Vickergatan 11,Stockholm,Södermalm,Slutpris,3900000,40.5,2.0
2025-01-27,Finspångsvägen 1A,Upplands Väsby,Centrum,Slutpris,1915000,57.0,2.0
2025-01-27,Borensvägen 7,Stockholm,Centrala Årsta,Slutpris,2900000,45.0,2.0
2025-01-27,Trolle-Bondes gata 7,Stockholm,Vällingby,Slutpris,2295000,58.0,2.0
2025-01-27,Holbergsgatan 126,Stockholm,Bromma,Slutpris,3650000,69.0,3.0
2025-01-27,Västra Banvägen 4B,Österåker,Åkersberga Centrum,Slutpris,2400000,94.0,4.0
2025-01-27,Frihetsvägen 87,Nacka,Ektorp,Slutpris,2695000,59.2,2.0
2025-01-27,Elsarostigen 2,Södertälje,Brunnsäng,Slutpris,1040000,60.0,2.0
2025-01-27,Kyrkbacken 31,Solna,Hagalund,Slutpris,3330000,80.5,4.0
2025-01-27,Elinsborgsbacken 18,Stockholm,Spånga,Slutpris,1350000,78.0,3.0
2025-01-27,Götalandsvägen 243,Stockholm,Älvsjö Centrum,Slutpris,3900000,81.0,3.0
2025-01-27,Oxenstiernas Allé 15,Sundbyberg,Ursvik,Slutpris,3250000,77.0,3.0
2025-01-27,Krysshammarvägen 44,Solna,Huvudsta,Slutpris,3075000,81.6,3.0
2025-01-27,Frövigatan 16,Stockholm,Hagsätra,Slutpris,2310000,66.0,3.0
2025-01-27,Hjortronvägen 63,Upplands-Bro,Kungsängen Tibble,Slutpris,1300000,84.0,3.0
2025-01-27,Gävlegatan 26,Stockholm,Vasastan,Slutpris,4050000,34.0,2.0
2025-01-27,Rörstrandsgatan 44,Stockholm,Vasastan,Slutpris,13800000,105.0,3.0
2025-01-27,Rämensvägen 1,Stockholm,Årsta,Slutpris,2900000,51.0,2.0
2025-01-27,Hässleholmsvägen 9,Stockholm,Björkhagen,Slutpris,3800000,54.0,2.0
2025-01-27,Glanshammarsgatan 23,Stockholm,Hagsätra,Slutpris,2010000,57.0,2.0
2025-01-27,Holbergsgatan 106,Stockholm,Bromma,Slutpris,2010000,42.0,1.0
2025-01-27,Månstorpsvägen 12,Botkyrka,Tullinge,Slutpris,1795000,54.5,2.0
2025-01-27,Kruthusbacken 82B,Solna,Råsunda,Slutpris,3450000,53.0,3.0
2025-01-27,Tre Kronors väg 4,Nacka,Kvarnholmen,Slutpris,8400000,99.5,5.0
2025-01-27,Wiboms väg 10,Solna,Västra Skogen,Slutpris,3430000,55.0,2.0
2025-01-27,Storängsgatan 17,Stockholm,Norra Djurgårdsstaden,Slutpris,6900000,76.0,3.0
2025-01-27,Skulptörvägen 14,Stockholm,Gullmarsplan,Slutpris,3695000,53.0,2.0
2025-01-27,Ringvägen 49,Haninge,Västerhaninge,Slutpris,1200000,40.0,2.0
2025-01-27,Virkesvägen 5E,Stockholm,Hammarby Sjöstad,Slutpris,4150000,54.0,2.0
2025-01-27,Aron Lindgrens väg 10,Järfälla,Bolinder Strand,Slutpris,2610000,66.0,2.0
2025-01-27,Flintlåsvägen 5A,Sollentuna,Edsberg,Slutpris,1395000,31.5,1.0
2025-01-27,Aspnäsvägen 30,Järfälla,Jakobsberg,Slutpris,1595000,71.0,2.0
2025-01-27,Mälarvyn 13,Ekerö,Ekerö Sandudden,Slutpris,2395000,48.0,1.0
2025-01-27,Lojovägen 82,Lidingö,Rudboda,Slutpris,10550000,117.0,5.0
2025-01-27,Torsgatan 40A,Stockholm,Vasastan,Slutpris,3850000,32.0,1.0
2025-01-27,Agavägen 12,Lidingö,Larsberg,Slutpris,2450000,42.0,2.0
2025-01-27,Masugnsvägen 62,Stockholm,Bromma,Slutpris,5800000,92.0,3.0
2025-01-27,Sjöviksvägen 81,Stockholm,Liljeholmskajen,Slutpris,5100000,65.0,2.0
2025-01-27,Claras gränd 3E,Huddinge,Fullersta,Slutpris,2400000,63.5,2.0
2025-01-27,Skogvaktargatan 4,Stockholm,Hjorthagen,Slutpris,4500000,54.0,2.0
2025-01-27,Karlslundsvägen 10,Järfälla,Barkarbystaden,Slutpris,2595000,52.0,2.0
2025-01-27,Johan Tillanders väg 37,Stockholm,Bromma,Slutpris,2050000,38.0,1.0
2025-01-27,Väderkvarnsgatan 3,Järfälla,Jakobsberg,Slutpris,2800000,89.0,4.0
2025-01-27,Grevgatan 26A,Stockholm,Östermalm,Slutpris,8450000,54.0,2.0
2025-01-27,Norrbackagatan 44,Stockholm,Vasastan,Slutpris,8630000,67.0,2.0
2025-01-27,Parkvägen 7,Järfälla,Barkarbystaden,Slutpris,2250000,56.0,2.0
2025-01-27,Terapivägen 10B,Huddinge,Flemingsberg,Slutpris,1070000,68.0,2.0
2025-01-27,Skarpövägen 5,Nacka,Västra Orminge,Slutpris,2650000,81.0,3.0
2025-01-27,Kruthornsvägen 7A,Sollentuna,Edsberg,Slutpris,2200000,57.0,2.0
2025-01-27,Responsgatan 12,Stockholm,Telefonplan,Slutpris,2750000,46.0,2.0
2025-01-27,Lanforsvägen 31,Stockholm,Hjorthagen,Slutpris,3310000,44.2,2.0
2025-01-27,Lm Ericssons väg 10D,Stockholm,Telefonplan,Slutpris,3250000,39.0,2.0
2025-01-27,Tappvägen 35,Stockholm,Bromma,Slutpris,4350000,81.0,4.0
2025-01-27,Grindtorpsvägen 27,Täby,Grindtorp,Slutpris,4000000,96.0,4.0
2025-01-27,Humblegatan 31A,Sundbyberg,Lilla Alby,Slutpris,4000000,54.0,2.0
2025-01-27,Skogsbovägen 22,Värmdö,Ösbydalen,Slutpris,1595000,24.0,1.0
2025-01-27,Runvägen 7,Österåker,Centrum,Slutpris,1750000,39.0,1.0
2025-01-27,Strandvägen 4D,Sollentuna,Edsviken,Slutpris,1650000,32.0,1.0
2025-01-27,Balders Båge 10J,Norrtälje,Färsna,Slutpris,1005000,37.0,1.0
2025-01-27,Nibblevägen 10,Järfälla,Jakobsberg,Slutpris,1500000,89.4,3.0
2025-01-27,Kirunagatan 80,Stockholm,Vällingby Centrum,Slutpris,2325000,58.0,2.0
2025-01-27,Östersundsgatan 7,Stockholm,Vällingby,Slutpris,1800000,38.0,1.0
2025-01-27,Emmy Rappes gata 3,Stockholm,Vasastan Hagastaden,Slutpris,3525000,31.0,1.5
2025-01-27,Myrstuguvägen 167,Huddinge,Vårby,Slutpris,1750000,120.0,3.0
2025-01-27,Järnvägsgatan 92B,Sundbyberg,Centrala,Slutpris,4250000,81.0,3.0
2025-01-27,Frihetsvägen 24,Järfälla,Jakobsberg,Slutpris,1440000,47.0,1.0
2025-01-27,Vendelsövägen 60B,Tyresö,Unspecified,Slutpris,3060000,71.0,3.0
2025-01-27,Klövervägen 3,Solna,Råsunda,Slutpris,2610000,35.0,1.5
2025-01-27,Brattforsgatan 7,Stockholm,Farsta,Slutpris,5000000,111.0,5.0
2025-01-27,Abiskovägen 6,Stockholm,Vällingby Centrum,Slutpris,2470000,70.0,3.0
2025-01-27,Kolbäcksgränd 15,Stockholm,Bagarmossen,Slutpris,2000000,26.0,1.0
2025-01-27,Askängsbacken 56,Stockholm,Bromma,Slutpris,2830000,49.0,2.0
2025-01-27,August Wahlströms väg 1,Danderyd,Mörbybacken,Slutpris,3850000,59.5,2.0
2025-01-27,Stallgatan 30,Sundbyberg,Ursvik,Slutpris,2200000,52.0,2.0
2025-01-27,Karlsviksgatan 6,Stockholm,Kungsholmen,Slutpris,3350000,30.0,1.0
2025-01-27,Rörstrandsgatan 54,Stockholm,Vasastan,Slutpris,7550000,63.0,2.0
2025-01-27,Tallgatan 12,Sundbyberg,Centrala Sundbyberg,Slutpris,3495000,60.0,2.5
2025-01-27,Vinnarcirkeln 5,Täby,Täby Park,Slutpris,4950000,86.0,4.0
2025-01-27,Melodislingan 50,Stockholm,Östermalm,Slutpris,4600000,40.5,2.0
2025-01-27,Ulriksborgsgatan 9,Stockholm,Kungsholmen,Slutpris,5350000,59.5,3.0
2025-01-26,Kungstensgatan 3,Stockholm,Östermalm,Slutpris,11250000,64.0,3.0
2025-01-26,Regnstigen 16,Solna,Solna Centrum,Slutpris,4200000,74.0,3.0
2025-01-26,Högbergsgatan 59B,Stockholm,Södermalm,Slutpris,4000000,36.0,1.0
2025-01-26,Löfströms Allé 4B,Sundbyberg,Centrala Sundbyberg,Slutpris,5050000,65.0,3.0
2025-01-26,Roslagsgatan 55,Stockholm,Vasastan,Slutpris,3850000,35.0,1.0
2025-01-26,Pilgatan 21,Stockholm,Kungsholmen,Slutpris,7500000,65.0,2.0
2025-01-26,Runvägen 4,Huddinge,Centrala Huddinge,Slutpris,3900000,91.0,4.0
2025-01-26,Drachmannsgatan 32,Stockholm,Bromma,Slutpris,4500000,100.0,4.0
2025-01-26,Fänrikens gata 1,Täby,Näsbypark Sjösidan,Slutpris,10350000,117.0,4.0
2025-01-26,Viggbyholmsvägen 54B,Täby,Viggbyholm,Slutpris,3100000,75.0,3.0
2025-01-26,Svampskogsvägen 41,Vallentuna,Bällstaberg,Slutpris,2400000,66.0,2.0
2025-01-26,Linnégatan 25,Stockholm,Östermalm,Slutpris,12400000,90.5,3.0
2025-01-26,Vintervägen 82A,Upplands Väsby,Bollstanäs,Slutpris,2100000,66.0,3.0
2025-01-26,Västerled 106,Stockholm,Bromma Ålsten,Slutpris,10000000,96.0,3.0
2025-01-26,Artillerigatan 59,Stockholm,Östermalm,Slutpris,9300000,60.0,3.0
2025-01-26,Clas Horns väg 3C,Ekerö,Ekerö Ekbacken,Slutpris,3795000,94.0,4.0
2025-01-26,Åsögatan 196,Stockholm,Södermalm,Slutpris,4410000,41.0,2.0
2025-01-26,Kvällsvägen 10,Botkyrka,Tullinge,Sista bud,2300000,118.0,5.0
2025-01-26,Alströmergatan 32C,Stockholm,Kungsholmen,Slutpris,3650000,35.0,2.0
2025-01-26,Gustav III:s Boulevard 86,Solna,Frösunda,Slutpris,6700000,106.0,5.0
2025-01-26,Signe Tillischgatan 6,Solna,Frösunda,Slutpris,3810000,66.4,2.0
2025-01-26,Tjurbergsgatan 38,Stockholm,Södermalm,Slutpris,4150000,42.0,2.0
2025-01-26,Essinge Brogata 10,Stockholm,Essingen,Slutpris,3280000,39.0,2.0
2025-01-26,Barrskogsvägen 1,Tyresö,Skogsstad,Slutpris,2520000,54.0,2.0
2025-01-26,Tegelviksgatan 69,Stockholm,Södermalm Sofia,Slutpris,6250000,73.0,3.0
2025-01-26,Tegnérlunden 6,Stockholm,Norrmalm,Slutpris,4175000,43.0,1.5
2025-01-26,Charlottenburgsvägen 34,Solna,Råsunda,Slutpris,3950000,73.0,2.0
2025-01-26,Gubbängsvägen 82A,Stockholm,Enskede,Slutpris,3300000,64.8,3.0
2025-01-26,Erik Tegels väg 27,Stockholm,Spånga,Slutpris,2575000,85.0,4.0
2025-01-26,Edövägen 7F,Nacka,Orminge,Slutpris,2650000,60.0,3.0
2025-01-26,Tuvvägen 9,Haninge,Handen,Slutpris,1450000,40.5,1.5
2025-01-26,Smedtorpsvägen 35B,Norrtälje,Björnö,Sista bud,3495000,137.0,6.0
2025-01-26,Dragonvägen 82,Upplands Väsby,Centrala Väsby,Slutpris,1100000,27.0,1.0
2025-01-26,Vallavägen 167,Haninge,Handen,Slutpris,1595000,85.0,4.0
2025-01-25,Becksjudarvägen 43,Nacka,Finntorp,Slutpris,2600000,40.0,2.0
2025-01-25,Södermannagatan 10,Stockholm,Södermalm,Slutpris,8500000,73.0,3.0
2025-01-25,Norrbackagatan 42,Stockholm,Vasastan,Slutpris,11600000,93.0,4.0
2025-01-25,Brahegatan 28,Stockholm,Östermalm,Slutpris,3250000,23.2,1.0
2025-01-25,Kabelverksgatan 32,Stockholm,Älvsjö,Slutpris,5935000,95.0,4.0
2025-01-25,Månstorpsvägen 22,Botkyrka,Tullingeberg,Slutpris,1750000,55.5,2.0
2025-01-25,Valhallavägen 82,Stockholm,Östermalm,Slutpris,16500000,130.0,5.0
2025-01-25,Kyrkbacken 12,Solna,Hagalund,Slutpris,4100000,99.0,4.0
2025-01-25,Tornérvägen 7,Järfälla,Jakobsberg,Slutpris,2400000,79.5,3.0
2025-01-25,Holmögaddsvägen 35,Stockholm,Johanneshov,Slutpris,3995000,76.0,3.0
2025-01-25,Valhallavägen 150A,Stockholm,Östermalm,Slutpris,7950000,63.0,3.0
2025-01-25,Norra Catalinagränd 37,Täby,Hägernäs Strand,Slutpris,6500000,122.0,5.0
2025-01-25,Marieviksgatan 45,Stockholm,Liljeholmskajen,Slutpris,4425000,54.0,2.0
2025-01-25,John Ericssonsgatan 14,Stockholm,Kungsholmen Nedre,Slutpris,4650000,42.0,2.0
2025-01-25,Tegelviksgatan 75,Stockholm,Södermalm,Slutpris,7550000,85.0,4.0
2025-01-25,Näsbydalsvägen 10,Täby,Näsbydal,Slutpris,2030000,48.5,1.0
2025-01-25,Wiboms väg 8,Solna,Huvudsta,Slutpris,4200000,83.0,3.0
2025-01-25,Hökmossevägen 32,Stockholm,Telefonplan,Slutpris,2525000,42.0,2.0
2025-01-25,Skånegatan 55A,Stockholm,Södermalm Katarina,Slutpris,6325000,58.0,2.0
2025-01-25,Roslagsgatan 62,Stockholm,Vasastan,Slutpris,3425000,27.0,1.0
2025-01-25,Kullaskogsvägen 7,Vaxholm,Vaxön,Slutpris,2800000,82.2,4.0
2025-01-25,Margreteborgsvägen 21,Sollentuna,Silverdal,Slutpris,2700000,54.0,2.0
2025-01-25,Dagsverksvägen 207,Stockholm,Spånga,Slutpris,2300000,71.0,3.0
2025-01-25,Vintergaloppsgatan 41,Täby,Täby Park,Slutpris,3480000,53.0,2.0
2025-01-25,Sysslomansgatan 22,Stockholm,Kungsholmen,Slutpris,6230000,63.0,3.0
2025-01-25,Högbergsgatan 46,Stockholm,Maria,Slutpris,4770000,44.8,2.0
2025-01-25,Sankt Eriksgatan 89,Stockholm,Vasastan,Slutpris,16900000,147.0,6.0
2025-01-25,Filipstadsbacken 60,Stockholm,Farsta Strand,Slutpris,1660000,30.5,1.0
2025-01-25,Torsplan 8,Stockholm,Vasastan Hagastaden,Slutpris,10800000,79.0,3.0
2025-01-25,Larsbodavägen 53,Stockholm,Farsta,Slutpris,3850000,89.0,4.0
2025-01-25,Drakenbergsgatan 1,Stockholm,Hornstull,Slutpris,13300000,131.0,5.0
2025-01-25,Vega Allé 75,Haninge,Vega,Slutpris,3200000,85.0,4.0
2025-01-25,Fridensborgsvägen 163,Solna,Järvastaden,Sista bud,2720000,48.0,2.0
2025-01-25,Häradsvägen,Huddinge,Stuvsta,Slutpris,3675000,78.0,3.0
2025-01-25,Per Lindeströms väg 121,Stockholm,Hammarbyhöjden,Slutpris,3800000,55.0,2.0
2025-01-25,Götaforsvägen 3,Stockholm,Stureby,Sista bud,2700000,55.0,2.0
2025-01-25,Setterwalls väg 4,Nacka,Finntorp,Slutpris,3195000,75.0,3.0
2025-01-25,Smedjevägen 1,Sollentuna,Häggvik,Slutpris,3500000,109.5,4.0
2025-01-25,Vasavägen 9A,Vaxholm,Centrala Vaxholm,Slutpris,4150000,96.6,4.0
2025-01-25,Lavettvägen 41,Sundbyberg,Rissne,Slutpris,2325000,66.9,2.0
2025-01-25,Tornslingan 17,Huddinge,Trångsund,Slutpris,1995000,57.5,2.0
2025-01-25,Salbyvägen 1,Stockholm,Bandhagen,Slutpris,1100000,17.0,1.0
2025-01-25,Kirunagatan 76,Stockholm,Vällingby Centrum,Slutpris,2495000,71.0,3.0
2025-01-25,Fleminggatan 36C,Stockholm,Kungsholmen,Slutpris,5600000,62.0,2.0
2025-01-25,Kungstensgatan 35A,Stockholm,Vasastan,Slutpris,8400000,68.0,2.0
2025-01-25,Hundlokegränd 18,Stockholm,Hässelby,Sista bud,2900000,89.0,4.0
2025-01-25,Torvmossvägen 6C,Nykvarn,Unspecified,Slutpris,1995000,44.0,2.0
2025-01-25,Stenkvistavägen 11,Stockholm,Bandhagen,Slutpris,1895000,35.0,1.0
2025-01-25,Primusgatan 62,Stockholm,Essingeöarna,Slutpris,9400000,90.0,3.0
2025-01-25,Spångavägen 15,Stockholm,Bromma,Slutpris,2500000,39.0,2.0
2025-01-25,Henriksdalsallén 26B,Stockholm,Hammarby Sjöstad,Slutpris,3700000,52.0,2.0
2025-01-24,Karlbergsvägen 44,Stockholm,Vasastan,Slutpris,33000000,258.0,6.0
2025-01-24,Kronobergsgatan 21,Stockholm,Kungsholmen,Slutpris,7650000,72.0,3.0
2025-01-24,Sysslomansgatan 11,Stockholm,Kungsholmen,Slutpris,7625000,62.0,3.0
2025-01-24,Segelvägen 55,Nynäshamn,Unspecified,Slutpris,3400000,110.0,5.0
2025-01-24,Wollmar Yxkullsgatan 48B,Stockholm,Södermalm,Slutpris,4350000,39.5,2.0
2025-01-24,Diavoxvägen 32,Stockholm,Midsommarkransen,Slutpris,2484250,31.0,1.0
2025-01-24,Åkerbyvägen 98,Täby,Åkerbyvägen,Slutpris,4200000,111.0,4.0
2025-01-24,Grindtorpsvägen 9,Täby,Grindtorp,Slutpris,3350000,80.0,3.0
2025-01-24,Grindtorpsvägen 19,Täby,Grindtorp,Slutpris,2600000,61.0,2.0
2025-01-24,Sveavägen 105A,Stockholm,Vasastan,Slutpris,11200000,121.0,3.5
2025-01-24,Tomtebogatan 23A,Stockholm,Vasastan,Slutpris,7650000,57.0,2.0
2025-01-24,Örsvängen 15,Sundbyberg,Ör,Slutpris,2830000,69.0,3.0
2025-01-24,Harplingegränd 110,Stockholm,Östbergahöjden,Slutpris,1850000,71.0,2.0
2025-01-24,Ture Nermans gränd 4,Stockholm,Kungsholmen,Slutpris,5350000,48.0,2.0
2025-01-24,Idungatan 5,Stockholm,Vasastan,Slutpris,7000000,69.0,2.0
2025-01-24,Runebergsgatan 9,Stockholm,Östermalm,Slutpris,10000000,70.0,3.0
2025-01-24,Teknikvägen 17,Vallentuna,Centrum,Slutpris,1910000,87.7,3.0
2025-01-24,Fridhemsgatan 14,Stockholm,Kungholmen,Slutpris,5450000,61.0,2.0
2025-01-24,Nybrogatan 85,Stockholm,Östermalm,Slutpris,8900000,62.0,2.5
2025-01-24,Odengatan 25,Stockholm,Vasastan,Slutpris,7300000,55.0,2.0
2025-01-24,Grevgatan 19A,Stockholm,Östermalm,Slutpris,10850000,78.0,3.0
2025-01-24,Bengt Bagares gränd 2C,Stockholm,Sköndal,Slutpris,5750000,119.5,5.0
2025-01-24,Porfyrvägen 5,Stockholm,Bromma,Slutpris,5060000,88.0,3.0
2025-01-24,Brännkyrkagatan 44,Stockholm,Södermalm,Slutpris,7360000,63.0,2.0
2025-01-24,Mirabellbacken 24,Stockholm,Hässelby Strand,Slutpris,2500000,74.0,3.0
2025-01-24,Heleneborgsgatan 26,Stockholm,Södermalm Högalid,Slutpris,8600000,73.0,2.5
2025-01-24,Bergavägen 14F,Österåker,Åkersberga,Slutpris,2550000,67.0,3.0
2025-01-24,Plogvägen 6,Solna,Råsunda,Slutpris,3995000,70.0,2.0
